Backgrounds/Map_5_Moon.png
Backgrounds/Clouds_MoonDust_BackGround_Light.png
ambient/space_ambience.mp3
80
100
180
1

0, 240, 1400, 1, 0, 1
0, 240, 1400, 4, 1, 1
1, 100, 1400, 10, 2, 1
1, 200, 1400, 12, 3, 1
2, 350, 1400, 16, 4, 1
2, 250, 1400, 16, 4, 1
0, 240, 1400, 18, 0, 1
0, 200, 1400, 18, 0, 1
0, 290, 1400, 20, 0, 1
0, 290, 1400, 20, 0, 1
1, 140, 1400, 23, 0, 1
1, 640, 1400, 23, 0, 1
2, 560, 1400, 25, 4, 1
2, 360, 1400, 25, 4, 1
2, 600, 1400, 26, 4, 1
2, 260, 1400, 27, 4, 1
2, 160, 1400, 28, 4, 1
2, 560, 1400, 29, 4, 1
2, 700, 1400, 30, 4, 1
2, 650, 1400, 31, 4, 1
2, 530, 1400, 32, 4, 1
2, 320, 1400, 33, 4, 1
2, 110, 1400, 36, 4, 1
1, 590, 1400, 35, 4, 1
1, 430, 1400, 37, 4, 1
0, 240, 1400, 37, 4, 1
1, 610, 1400, 39, 4, 1
2, 80, 1400, 40, 4, 1
1, 170, 1400, 42, 4, 1
0, 110, 1400, 42, 4, 1
1, 540, 1400, 45, 4, 1
2, 240, 1400, 48, 4, 1
2, 350, 1400, 50, 4, 1


