Backgrounds/Map_3_Islands.png
Backgrounds/Clouds_BackGround_Light.png
music/missionmusic1.mp3
60
120
280
1

0, 240, 1200, 1, 0, 1
3, 144, 1200, 2, 4, 9
0, 240, 1200, 4, 1, 1
1, 100, 1200, 10, 2, 1
1, 200, 1200, 12, 3, 1
2, 350, 1200, 16, 4, 1
2, 250, 1200, 16, 4, 1
0, 240, 1200, 18, 0, 1
0, 200, 1200, 18, 0, 1
0, 290, 1200, 20, 0, 1
0, 290, 1200, 20, 0, 1
1, 140, 1200, 23, 0, 1
1, 640, 1200, 23, 0, 1
2, 560, 1200, 25, 4, 1
2, 360, 1200, 25, 4, 1
2, 600, 1200, 26, 4, 1
2, 260, 1200, 27, 4, 1
2, 160, 1200, 28, 4, 1
2, 560, 1200, 29, 4, 1
2, 700, 1200, 30, 4, 1
2, 650, 1200, 31, 4, 1
2, 530, 1200, 32, 4, 1
2, 320, 1200, 33, 4, 1
2, 110, 1200, 36, 4, 1
1, 590, 1200, 35, 4, 1
1, 430, 1200, 37, 4, 1
0, 240, 1200, 37, 4, 1
1, 610, 1200, 39, 4, 1
2, 80, 1200, 40, 4, 1
1, 170, 1200, 42, 4, 1
0, 110, 1200, 42, 4, 1
1, 540, 1200, 45, 4, 1
2, 240, 1200, 48, 4, 1
2, 350, 1200, 50, 4, 1
0, 144, 1200, 53, 0, 1
0, 288, 1200, 53, 0, 1
0, 432, 1200, 53, 0, 1
0, 576, 1200, 53, 0, 1

9, 0, 1200, 56, 4, 6


