Backgrounds/Map_2_FarmLand.png
Backgrounds/Clouds_BackGround_Light.png
music/missionmusic1.mp3
60
120
260
1

1, 576, 1200, 3, 4, 3

0, 180, 1200, 5, 0, 3
0, 540, 1200, 5, 0, 3
0, 360, 1200, 5, 0, 3

4, 640, 1200, 7, 4, 5
4, 80,  1200, 9, 4, 4
4, 640, 1200, 11, 4, 5
4, 80,  1200, 13, 4, 4

0, 180, 1200, 12, 0, 3
0, 360, 1200, 12, 0, 3

0, 360, 1200, 14, 0, 3
0, 540, 1200, 14, 0, 3

0, 144, 1200, 16, 0, 3
0, 288, 1200, 16, 0, 3

0, 432, 1200, 18, 0, 3
0, 576, 1200, 18, 0, 3

4, 80,  1200, 19, 4, 4

1, 144, 1200, 20, 4, 3
1, 288, 1200, 20, 4, 3

1, 432, 1200, 22, 4, 3
1, 576, 1200, 22, 4, 3

3, 288, 1200, 25, 2, 9

1, 144, 1200, 32, 4, 3
1, 288, 1200, 32, 4, 3

1, 432, 1200, 34, 4, 3
1, 576, 1200, 34, 4, 3

2, 288, 1200, 36, 4, 1

2, 432, 1200, 38, 4, 1

2, 144, 1200, 40, 4, 1

2, 576, 1200, 42, 4, 1

0, 360, 1200, 46, 0, 3
0, 540, 1200, 46, 0, 3

0, 144, 1200, 48, 0, 3
0, 288, 1200, 48, 0, 3

6, 288, 1200, 50, 4, 9




